person_id,mode,departure_s,origin_link_id,destination_link_id,gate_axis,source,od_status
background_truck_134,truck,64546,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_135,truck,10783,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_136,truck,37955,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_137,truck,5667,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_138,truck,48255,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_139,truck,42935,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_140,truck,66473,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_141,truck,70441,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_142,truck,1685,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_143,truck,83738,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_144,truck,84420,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_145,truck,61479,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_146,truck,39345,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_147,truck,73161,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_148,truck,52188,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_149,truck,9217,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_150,truck,64489,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_151,truck,20778,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_152,truck,22198,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_153,truck,17179,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_154,truck,13655,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_155,truck,9850,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_156,truck,83225,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_157,truck,5732,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_158,truck,377,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_159,truck,5137,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_160,truck,1393,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_161,truck,41146,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_162,truck,27369,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_163,truck,35685,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_164,truck,61843,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_165,truck,9470,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_166,truck,71191,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_167,truck,81219,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_168,truck,5097,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_169,truck,77166,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_170,truck,16471,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_171,truck,22218,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_172,truck,48922,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_173,truck,21879,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_174,truck,11673,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_175,truck,56479,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_176,truck,85327,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_177,truck,36065,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_178,truck,8716,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_179,truck,71331,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_180,truck,70647,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_181,truck,39185,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_182,truck,7633,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_183,truck,70802,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_184,truck,12941,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_185,truck,82679,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_186,truck,58450,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_187,truck,60248,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_188,truck,45552,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_189,truck,14757,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_190,truck,47703,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_191,truck,71442,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_192,truck,81534,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_193,truck,84750,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_194,truck,36263,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_195,truck,5985,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_196,truck,85686,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_197,truck,48040,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_198,truck,33412,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_199,truck,52600,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_200,truck,11702,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_201,truck,27990,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_202,truck,18820,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_203,truck,30806,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_204,truck,27572,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_205,truck,42539,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_206,truck,7762,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_207,truck,78011,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_208,truck,73900,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_209,truck,34810,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_210,truck,11059,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_211,truck,20728,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_212,truck,74148,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_213,truck,35281,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_214,truck,27880,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_215,truck,48608,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_216,truck,43893,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
