parent_type,parent_id,parent_relation_type,member_sequence,member_role,referenced_type,referenced_id,reason
relation,278091,route,414,,way,380980307,absent_entity
relation,278091,route,415,,way,380980311,absent_entity
relation,278091,route,416,,way,380980310,absent_entity
relation,278091,route,417,,way,1100988968,absent_entity
relation,278091,route,418,,way,691997511,absent_entity
relation,278091,route,419,,way,380980313,absent_entity
relation,278091,route,420,,way,380980312,absent_entity
relation,278091,route,421,,way,380980309,absent_entity
relation,278091,route,422,,way,1203851289,absent_entity
relation,278091,route,423,,way,1534247771,absent_entity
relation,278091,route,424,,way,380980308,absent_entity
relation,278091,route,425,,way,1109948890,absent_entity
relation,278091,route,426,,way,1109948700,absent_entity
relation,278091,route,427,,way,377124830,absent_entity
relation,278091,route,428,,way,377124830,absent_entity
relation,278091,route,429,,way,1109948700,absent_entity
relation,278091,route,430,,way,370328588,absent_entity
relation,278091,route,431,,way,1109948513,absent_entity
relation,278091,route,432,,way,1073384217,absent_entity
relation,278091,route,433,,way,1090570629,absent_entity
relation,278091,route,434,,way,1421955575,absent_entity
relation,278091,route,435,,way,1534247766,absent_entity
relation,278091,route,436,,way,1534247767,absent_entity
relation,278091,route,437,,way,380707230,absent_entity
relation,278091,route,438,,way,1421955575,absent_entity
relation,278091,route,439,,way,1534247766,absent_entity
relation,278091,route,440,,way,1534247767,absent_entity
relation,278091,route,441,,way,380707230,absent_entity
relation,278091,route,442,,way,1090570629,absent_entity
relation,278091,route,443,,way,1073384217,absent_entity
relation,278091,route,444,,way,1109948513,absent_entity
relation,278091,route,445,,way,377129592,absent_entity
relation,278091,route,446,,way,611380787,absent_entity
relation,278091,route,447,,way,611380780,absent_entity
relation,278091,route,448,,way,379308034,absent_entity
relation,278091,route,449,,way,377106135,absent_entity
relation,278091,route,450,,way,380706142,absent_entity
relation,278091,route,451,,way,380705540,absent_entity
relation,278091,route,452,,way,377105485,absent_entity
relation,278091,route,453,,way,1303669679,absent_entity
relation,278091,route,454,,way,377105483,absent_entity
relation,278091,route,455,,way,1240374873,absent_entity
relation,278091,route,456,,way,1109938618,absent_entity
relation,278091,route,457,,way,30877924,absent_entity
relation,278091,route,458,,way,1285910121,absent_entity
relation,278091,route,459,,way,1285910120,absent_entity
relation,278091,route,460,,way,776970594,absent_entity
relation,278091,route,461,,way,1012024470,absent_entity
relation,278091,route,462,,way,1125366530,absent_entity
relation,278091,route,463,,way,1125366531,absent_entity
relation,278091,route,464,,way,1311167130,absent_entity
relation,278091,route,465,,way,1148793541,absent_entity
relation,278091,route,466,,way,1148793538,absent_entity
relation,278091,route,467,,way,1013938677,absent_entity
relation,278091,route,468,,way,328758436,absent_entity
relation,278091,route,469,,way,1190419785,absent_entity
relation,278091,route,470,,way,1190419784,absent_entity
relation,278091,route,495,,way,981021182,absent_entity
relation,278091,route,496,,way,154665680,absent_entity
relation,278091,route,497,,way,154665690,absent_entity
relation,278091,route,498,,way,154665689,absent_entity
relation,278091,route,499,,way,269444773,absent_entity
relation,278091,route,500,,way,1024171527,absent_entity
relation,278091,route,501,,way,990623219,absent_entity
relation,278091,route,502,,way,45063165,absent_entity
relation,278091,route,503,,way,407996269,absent_entity
relation,278091,route,504,,way,927061325,absent_entity
relation,278091,route,505,,way,407996267,absent_entity
relation,278091,route,506,,way,1280820496,absent_entity
relation,278091,route,507,,way,1280820495,absent_entity
relation,278091,route,508,,way,123082250,absent_entity
relation,278091,route,509,,way,1319419566,absent_entity
relation,278091,route,510,,way,1319419613,absent_entity
relation,278091,route,511,,way,1319419569,absent_entity
relation,278091,route,512,,way,1319419570,absent_entity
relation,278091,route,513,,way,1319419572,absent_entity
relation,278091,route,514,,way,988522694,absent_entity
relation,278091,route,515,,way,1319419611,absent_entity
relation,278091,route,516,,way,1319419610,absent_entity
relation,278091,route,517,,way,316202078,absent_entity
relation,278091,route,518,,way,93642805,absent_entity
relation,278091,route,519,,way,316202080,absent_entity
relation,278091,route,520,,way,1280820494,absent_entity
relation,278091,route,521,,way,1280820493,absent_entity
relation,278091,route,522,,way,407996270,absent_entity
relation,278091,route,523,,way,123082248,absent_entity
relation,278091,route,524,,way,990623218,absent_entity
relation,278091,route,525,,way,1024171526,absent_entity
relation,278091,route,526,,way,219660451,absent_entity
relation,278091,route,527,,way,1287591954,absent_entity
relation,278091,route,528,,way,1104549321,absent_entity
relation,278091,route,529,,way,23970229,absent_entity
relation,278091,route,665,,way,1376523996,absent_entity
relation,278091,route,666,,way,1376523990,absent_entity
relation,278091,route,667,,way,1376523991,absent_entity
relation,278091,route,668,,way,108832224,absent_entity
relation,278091,route,669,,way,306484033,absent_entity
relation,278091,route,670,,way,306484031,absent_entity
relation,278091,route,671,,way,319269772,absent_entity
relation,278091,route,672,,way,319269775,absent_entity
relation,278091,route,673,,way,204026574,absent_entity
relation,278091,route,677,,way,1381207043,absent_entity
relation,278091,route,678,,way,319269777,absent_entity
relation,278091,route,679,,way,219504118,absent_entity
relation,278091,route,680,,way,219504120,absent_entity
relation,278091,route,681,,way,183942503,absent_entity
relation,278091,route,682,,way,1537933715,absent_entity
relation,278091,route,683,,way,1232144869,absent_entity
relation,278091,route,684,,way,1270603701,absent_entity
relation,278091,route,685,,way,1270603703,absent_entity
relation,278091,route,686,,way,1270603702,absent_entity
relation,278091,route,687,,way,1270603704,absent_entity
relation,278091,route,688,,way,1270603712,absent_entity
relation,278091,route,689,,way,1270603740,absent_entity
relation,278091,route,690,,way,1270603717,absent_entity
relation,278091,route,691,,way,1417307269,absent_entity
relation,278091,route,692,,way,1417307265,absent_entity
relation,278091,route,693,,way,1417307270,absent_entity
relation,278091,route,694,,way,1417307267,absent_entity
relation,278091,route,695,,way,194441884,absent_entity
relation,278091,route,696,,way,640486166,absent_entity
relation,278091,route,697,,way,832530544,absent_entity
relation,278091,route,698,,way,832530545,absent_entity
relation,278091,route,699,,way,1242728565,absent_entity
relation,278091,route,700,,way,1242728566,absent_entity
relation,278091,route,701,,way,1417018147,absent_entity
relation,278091,route,702,,way,1417018144,absent_entity
relation,278091,route,703,,way,1417018143,absent_entity
relation,278091,route,704,,way,640486168,absent_entity
relation,278091,route,705,,way,840050906,absent_entity
relation,278091,route,706,,way,840050907,absent_entity
relation,278091,route,707,,way,1417018169,absent_entity
relation,278091,route,708,,way,194441885,absent_entity
relation,278091,route,709,,way,1417018167,absent_entity
relation,278091,route,710,,way,568910566,absent_entity
relation,278091,route,711,,way,1417018173,absent_entity
relation,278091,route,712,,way,1417018174,absent_entity
relation,278091,route,713,,way,1417018152,absent_entity
relation,278091,route,714,,way,1417018153,absent_entity
relation,278091,route,715,,way,1417018154,absent_entity
relation,278091,route,716,,way,1417018163,absent_entity
relation,278091,route,717,,way,1417018164,absent_entity
relation,278091,route,718,,way,1417018161,absent_entity
relation,278091,route,719,,way,1417018162,absent_entity
relation,278091,route,720,,way,149842984,absent_entity
relation,278091,route,721,,way,149842979,absent_entity
relation,278091,route,722,,way,219535328,absent_entity
relation,278091,route,723,,way,1316101777,absent_entity
relation,278091,route,724,,way,1316101776,absent_entity
relation,278091,route,725,,way,1316101773,absent_entity
relation,278091,route,726,,way,1316101772,absent_entity
relation,278091,route,727,,way,219535329,absent_entity
relation,278091,route,728,,way,219533909,absent_entity
relation,278091,route,729,,way,1375321254,absent_entity
relation,278091,route,730,,way,640041994,absent_entity
relation,278091,route,731,,way,640041999,absent_entity
relation,278091,route,742,,way,320689206,absent_entity
relation,278091,route,743,,way,1316101789,absent_entity
relation,278091,route,744,,way,1316101788,absent_entity
relation,278091,route,745,,way,219689219,absent_entity
relation,278091,route,908,,way,1376523997,absent_entity
relation,278091,route,909,,way,1376523989,absent_entity
relation,278091,route,910,,way,1376523988,absent_entity
relation,278091,route,911,,way,319269778,absent_entity
relation,278091,route,912,,way,306484030,absent_entity
relation,278091,route,913,,way,306484032,absent_entity
relation,278091,route,914,,way,319269774,absent_entity
relation,278091,route,931,,way,219508223,absent_entity
relation,278091,route,932,,way,1375321259,absent_entity
relation,278091,route,933,,way,219531832,absent_entity
relation,278091,route,934,,way,219531836,absent_entity
relation,278091,route,935,,way,1375321256,absent_entity
relation,278091,route,936,,way,410097102,absent_entity
relation,278091,route,937,,way,1375321266,absent_entity
relation,278091,route,938,,way,1375321265,absent_entity
relation,278091,route,939,,way,1375321268,absent_entity
relation,278091,route,940,,way,1375321272,absent_entity
relation,278091,route,941,,way,1375321271,absent_entity
relation,278091,route,942,,way,845569739,absent_entity
relation,278091,route,943,,way,219508226,absent_entity
relation,278091,route,944,,way,1316093675,absent_entity
relation,278091,route,945,,way,1316093676,absent_entity
relation,278091,route,946,,way,840802899,absent_entity
