geography_id,state_code,district_code,subdistrict_code,town_village_code,ward_code,level,name,rural_urban,observation_year,households_count,persons_count,male_persons_count,female_persons_count,persons_age_0_6_count,male_age_0_6_count,female_age_0_6_count,literate_persons_count,workers_count,main_workers_count,main_other_workers_count,marginal_workers_count,marginal_other_workers_count,non_workers_count,male_workers_count,female_workers_count,male_main_workers_count,female_main_workers_count,male_marginal_workers_count,female_marginal_workers_count,marginal_workers_3_to_6_months_count,male_marginal_workers_3_to_6_months_count,female_marginal_workers_3_to_6_months_count,marginal_workers_under_3_months_count,male_marginal_workers_under_3_months_count,female_marginal_workers_under_3_months_count,male_non_workers_count,female_non_workers_count,main_cultivators_count,male_main_cultivators_count,female_main_cultivators_count,main_agricultural_labourers_count,male_main_agricultural_labourers_count,female_main_agricultural_labourers_count,main_household_industry_workers_count,male_main_household_industry_workers_count,female_main_household_industry_workers_count,male_main_other_workers_count,female_main_other_workers_count,marginal_cultivators_count,male_marginal_cultivators_count,female_marginal_cultivators_count,marginal_agricultural_labourers_count,male_marginal_agricultural_labourers_count,female_marginal_agricultural_labourers_count,marginal_household_industry_workers_count,male_marginal_household_industry_workers_count,female_marginal_household_industry_workers_count,male_marginal_other_workers_count,female_marginal_other_workers_count,marginal_3_to_6_months_cultivators_count,male_marginal_3_to_6_months_cultivators_count,female_marginal_3_to_6_months_cultivators_count,marginal_3_to_6_months_agricultural_labourers_count,male_marginal_3_to_6_months_agricultural_labourers_count,female_marginal_3_to_6_months_agricultural_labourers_count,marginal_3_to_6_months_household_industry_workers_count,male_marginal_3_to_6_months_household_industry_workers_count,female_marginal_3_to_6_months_household_industry_workers_count,marginal_3_to_6_months_other_workers_count,male_marginal_3_to_6_months_other_workers_count,female_marginal_3_to_6_months_other_workers_count,marginal_under_3_months_cultivators_count,male_marginal_under_3_months_cultivators_count,female_marginal_under_3_months_cultivators_count,marginal_under_3_months_agricultural_labourers_count,male_marginal_under_3_months_agricultural_labourers_count,female_marginal_under_3_months_agricultural_labourers_count,marginal_under_3_months_household_industry_workers_count,male_marginal_under_3_months_household_industry_workers_count,female_marginal_under_3_months_household_industry_workers_count,marginal_under_3_months_other_workers_count,male_marginal_under_3_months_other_workers_count,female_marginal_under_3_months_other_workers_count,male_literate_persons_count,female_literate_persons_count,illiterate_persons_count,male_illiterate_persons_count,female_illiterate_persons_count,source,source_id,source_sha256,spatial_status
27:519:99999:802794:0417:000000,27,519,99999,802794,0417,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0417,Urban,2011,10999,54783,28721,26062,4898,2510,2388,44835,21728,20123,19380,1605,1427,33055,17201,4527,16209,3914,992,613,1321,818,503,284,174,110,11520,21535,72,40,32,63,39,24,608,444,164,15686,3694,39,18,21,20,16,4,119,77,42,881,546,39,18,21,20,16,4,62,32,30,1200,752,448,0,0,0,0,0,0,57,45,12,227,129,98,24203,20632,9948,4518,5430,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0418:000000,27,519,99999,802794,0418,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0418,Urban,2011,9356,38581,19915,18666,2316,1232,1084,34454,16321,15167,14541,1154,1050,22260,12259,4062,11647,3520,612,542,1074,569,505,80,43,37,7656,14604,36,13,23,50,36,14,540,381,159,11217,3324,27,18,9,9,7,2,68,32,36,555,495,27,18,9,8,6,2,58,30,28,981,515,466,0,0,0,1,1,0,10,2,8,69,40,29,17902,16552,4127,2013,2114,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0419:000000,27,519,99999,802794,0419,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0419,Urban,2011,3641,15065,8087,6978,803,444,359,13315,6919,6568,6277,351,321,8146,5249,1670,5031,1537,218,133,288,175,113,63,43,20,2838,5308,22,16,6,12,11,1,257,195,62,4809,1468,11,8,3,2,1,1,17,7,10,202,119,11,8,3,2,1,1,12,5,7,263,161,102,0,0,0,0,0,0,5,2,3,58,41,17,7212,6103,1750,875,875,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0420:000000,27,519,99999,802794,0420,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0420,Urban,2011,15333,67661,35611,32050,3934,2056,1878,58573,32322,29739,28420,2583,2438,35339,23325,8997,22045,7694,1280,1303,2386,1168,1218,197,112,85,12286,23053,108,75,33,114,75,39,1097,806,291,21089,7331,56,24,32,15,7,8,74,29,45,1220,1218,52,22,30,14,7,7,65,26,39,2255,1113,1142,4,2,2,1,0,1,9,3,6,183,107,76,30963,27610,9088,4648,4440,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0421:000000,27,519,99999,802794,0421,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0421,Urban,2011,27040,118559,61887,56672,7832,4102,3730,100114,53225,49918,47663,3307,2978,65334,37926,15299,36125,13793,1801,1506,2977,1592,1385,330,209,121,23961,41373,230,139,91,266,190,76,1759,1264,495,34532,13131,116,60,56,42,23,19,171,81,90,1637,1341,113,58,55,42,23,19,140,64,76,2682,1447,1235,3,2,1,0,0,0,31,17,14,296,190,106,52851,47263,18445,9036,9409,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0522:000000,27,519,99999,802794,0522,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0522,Urban,2011,18125,88149,49531,38618,9034,4667,4367,66086,36853,34051,33127,2802,2652,51296,30961,5892,29300,4751,1661,1141,2335,1352,983,467,309,158,18570,32726,72,53,19,74,55,19,778,594,184,28598,4529,36,24,12,14,7,7,100,53,47,1577,1075,34,23,11,13,6,7,80,37,43,2208,1286,922,2,1,1,1,1,0,20,16,4,444,291,153,38415,27671,22063,11116,10947,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0523:000000,27,519,99999,802794,0523,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0523,Urban,2011,12336,57232,30411,26821,4475,2296,2179,49350,23671,22241,21495,1430,1332,33561,18482,5189,17692,4549,790,640,1190,641,549,240,149,91,11929,21632,63,33,30,77,56,21,606,472,134,17131,4364,38,20,18,10,6,4,50,21,29,743,589,35,18,17,6,2,4,39,17,22,1110,604,506,3,2,1,4,4,0,11,4,7,222,139,83,26737,22613,7882,3674,4208,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0524:000000,27,519,99999,802794,0524,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0524,Urban,2011,4264,19851,9816,10035,1623,843,780,16767,7469,6896,6691,573,520,12382,5323,2146,5023,1873,300,273,527,269,258,46,31,15,4493,7889,33,14,19,33,21,12,139,91,48,4897,1794,24,11,13,1,0,1,28,11,17,278,242,24,11,13,1,0,1,26,9,17,476,249,227,0,0,0,0,0,0,2,2,0,44,29,15,8526,8241,3084,1290,1794,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0525:000000,27,519,99999,802794,0525,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0525,Urban,2011,5943,32121,17602,14519,3222,1624,1598,25975,11870,11018,10184,852,748,20251,10282,1588,9724,1294,558,294,725,464,261,127,94,33,7320,12931,28,21,7,107,96,11,699,633,66,8974,1210,17,8,9,14,10,4,73,33,40,507,241,17,8,9,10,8,2,49,21,28,649,427,222,0,0,0,4,2,2,24,12,12,99,80,19,14302,11673,6146,3300,2846,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0526:000000,27,519,99999,802794,0526,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0526,Urban,2011,6842,35980,20185,15795,3668,1931,1737,27050,14328,13180,12180,1148,1031,21652,12126,2202,11478,1702,648,500,861,559,302,287,89,198,8059,13593,49,34,15,44,31,13,907,711,196,10702,1478,17,11,6,11,5,6,89,34,55,598,433,17,11,6,3,2,1,67,25,42,774,521,253,0,0,0,8,3,5,22,9,13,257,77,180,16045,11005,8930,4140,4790,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0527:000000,27,519,99999,802794,0527,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0527,Urban,2011,30836,159953,88522,71431,15177,8009,7168,126980,65468,61066,58019,4402,3837,94485,53712,11756,50900,10166,2812,1590,3690,2278,1412,712,534,178,34810,59675,176,119,57,254,207,47,2617,2209,408,48365,9654,102,55,47,52,24,28,411,294,117,2439,1398,100,54,46,49,22,27,333,241,92,3208,1961,1247,2,1,1,3,2,1,78,53,25,629,478,151,70916,56064,32973,17606,15367,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0628:000000,27,519,99999,802794,0628,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0628,Urban,2011,24948,107563,55731,51832,7573,3952,3621,94378,42902,40930,39461,1972,1772,64661,32118,10784,31021,9909,1097,875,1667,906,761,305,191,114,23613,41048,125,79,46,221,189,32,1123,749,374,30004,9457,91,46,45,12,9,3,97,41,56,1001,771,87,44,43,11,8,3,83,34,49,1486,820,666,4,2,2,1,1,0,14,7,7,286,181,105,49749,44629,13185,5982,7203,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0629:000000,27,519,99999,802794,0629,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0629,Urban,2011,35973,168063,90695,77368,16244,8701,7543,136532,65009,60951,58704,4058,3557,103054,51740,13269,49146,11805,2594,1464,3329,2149,1180,729,445,284,38955,64099,164,98,66,292,231,61,1791,1200,591,47617,11087,165,90,75,46,32,14,290,131,159,2341,1216,160,88,72,43,30,13,213,103,110,2913,1928,985,5,2,3,3,2,1,77,28,49,644,413,231,76433,60099,31531,14262,17269,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0630:000000,27,519,99999,802794,0630,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0630,Urban,2011,18812,85346,44313,41033,6700,3525,3175,72133,33300,31550,30263,1750,1529,52046,25249,8051,24140,7410,1109,641,1508,947,561,242,162,80,19064,32982,81,50,31,264,228,36,942,539,403,23323,6940,73,36,37,22,17,5,126,55,71,1001,528,73,36,37,20,15,5,112,49,63,1303,847,456,0,0,0,2,2,0,14,6,8,226,154,72,38543,33590,13213,5770,7443,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0731:000000,27,519,99999,802794,0731,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0731,Urban,2011,11331,44768,22544,22224,2374,1269,1105,40585,18191,17833,17421,358,335,26577,13279,4912,13079,4754,200,158,283,161,122,75,39,36,9265,17312,28,25,3,33,22,11,351,223,128,12809,4612,6,4,2,1,0,1,16,6,10,190,145,6,4,2,1,0,1,13,4,9,263,153,110,0,0,0,0,0,0,3,2,1,72,37,35,20386,20199,4183,2158,2025,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0732:000000,27,519,99999,802794,0732,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0732,Urban,2011,108293,484266,262640,221626,50212,26152,24060,379907,189773,176746,169705,13027,11563,294493,152712,37061,144758,31988,7954,5073,10860,6518,4342,2167,1436,731,109928,184565,605,403,202,1061,869,192,5375,3837,1538,139649,30056,439,210,229,135,88,47,890,315,575,7341,4222,432,207,225,115,72,43,639,237,402,9674,6002,3672,7,3,4,20,16,4,251,78,173,1889,1339,550,215682,164225,104359,46958,57401,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0835:000000,27,519,99999,802794,0835,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0835,Urban,2011,10786,48021,24973,23048,3676,1921,1755,40806,19571,18632,17979,939,828,28450,14374,5197,13902,4730,472,467,726,369,357,213,103,110,10599,17851,97,72,25,90,64,26,466,282,184,13484,4495,32,17,15,5,1,4,74,27,47,427,401,31,16,15,5,1,4,60,23,37,630,329,301,1,1,0,0,0,0,14,4,10,198,98,100,21904,18902,7215,3069,4146,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
27:519:99999:802794:0836:000000,27,519,99999,802794,0836,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0836,Urban,2011,33628,148827,78660,70167,11401,6009,5392,125073,60438,57360,55445,3078,2640,88389,45537,14901,43742,13618,1795,1283,2458,1381,1077,620,414,206,33123,55266,191,137,54,227,174,53,1497,892,605,42539,12906,89,39,50,34,18,16,315,131,184,1607,1033,88,38,50,28,16,12,248,105,143,2094,1222,872,1,1,0,6,2,4,67,26,41,546,385,161,68363,56710,23754,10297,13457,observed,census_mumbai_pca,56e378aeda1353b23482945b38e4707e21741ab9ae990f30be7bc4fdf19e7ba1,Historical source district; MMR inclusion and geometry unresolved
